"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsgeneratorstartwert","Datum gestartet","Datum letzte Aktivität","VP-Nummer ","Gib an, zu welcher Fahrt dieses Interview geführt wird ","Gruppe A - Termin 2: H-on  Anmerkungen zum Probanden, z.B. während Einweisung oder Fahrt  (VL-Protokoll Termin A-1) ","Gruppe A - Termin 2: H-on  Anmerkungen zum Fahrzeug, z.B. Abwurf ohne Grund, Fehlermeldung, ...(VL-Protokoll Termin A-1) ","Gruppe A - Termin 2: H-off  Anmerkungen zum Probanden, z.B. während Einweisung oder Fahrt ","Gruppe A - Termin 2: H-off  Anmerkungen zum Fahrzeug, z.B. Abwurf ohne Grund, Fehlermeldung, ... ","Gruppe B (H-off)  Anmerkungen zum Probanden, z.B. während Einweisung oder Fahrt ","Gruppe B (H-off)  Anmerkungen zum Fahrzeug, z.B. Abwurf ohne Grund, Fehlermeldung, ... ","Sonstige Anmerkungen  kurze Notiz zu den Wetterbedingungen und zum Zustand der Straße machen:- Wetter: z.B. hell, bewölkt oder dämmrig, blauer Himmel oder ....- Straße: nass, feucht, schneebedeckt, trocken, ... ","Trigger  Haben Sie während der Fahrt den Triggerknopf gedrückt? Bitte führen Sie noch einmal aus, was Ihnen in diesem Moment aufgefallen ist, bzw. was sie uns mitteilen möchten. ","Fahrerinitiierte Transitionen  Während der Autobahnfahrten sind Sie einen Großteil der Zeit mit L2 gefahren. In verschiedenen Situationen - zum Beispiel beim Auffahren auf oder Abfahren von Autobahnen - haben Sie das System aktiviert oder deaktiviert, um damit in einen anderen Fahrmodus wechseln.Gab es hierbei Situationen oder Aspekte, über die Sie uns gerne mehr erzählen würden? ","Systeminitiierte Transitionen  Während der Autobahnfahrten sind Sie einen Großteil der Zeit mit L2 gefahren. In verschiedenen Situationen hat das System von sich L2 teilweise oder komplett deaktiviert oder Sie zu einer Übernahme aufgefordert.  Gab es hierbei Situationen, über die Sie uns gerne mehr erzählen würden? ","DMS  Wenn L2 aktiv war, gab es ein Fahrerbeobachtungssystem, das gewarnt hat, wenn Sie   	ON --&gt; die Hände zu lange vom Lenkrad genommen haben.oder 	OFF --&gt; zu lange von der Straße weggesehen haben.   Möchten Sie dieses Fahrerbeobachtungssystem noch einmal genauer kommentieren oder bewerten oder Ihre Erlebnisse mit dem Fahrerbeobachtungssystem beschreiben?  ","HMI  Für die Bedienung von L2 haben Sie verschiedene Tasten am Lenkrad verwendet. Je nach Systemzustand wurden Ihnen im Anschluss unterschiedliche Anzeigen im Kombi-Display (oder dem Head-up Display) angezeigt.  Möchten Sie allgemein die Bedienung des L2 Systems oder die verwendeten Anzeigen noch einmal genauer kommentieren bzw. bewerten? ","Systemverhalten  Während der Nutzung von L2 haben Sie die aktive Spurführung, die Geschwindigkeitskontrolle, das Halten des Abstandes und die Interaktion mit anderen Verkehrsteilnehmern in verschiedenen Situationen erlebt.  Möchten Sie dieses Fahrverhalten des Systems noch einmal genauer kommentieren bzw. bewerten oder Ihre Erlebnisse beschreiben? ","Bewertung L2  In diesem Versuch konnten Sie Erfahrungen mit L2 sammeln. Würden Sie dies auch gern in Ihrem privaten Fahrzeug nutzen? ","Bewertung L2  Welche Komponente von L2 würden Sie auch gern in Ihrem privaten Fahrzeug nutzen?  [Längsführung/ACC]","Bewertung L2  Welche Komponente von L2 würden Sie auch gern in Ihrem privaten Fahrzeug nutzen?  [Querführung/Spurhaltung/Lenken]","Bewertung L2  Welche Komponente von L2 würden Sie auch gern in Ihrem privaten Fahrzeug nutzen?  [nur für A-2 &amp; B beantwortbarH-off/Hände frei nutzen können]","Bewertung L2  Stellen Sie sich vor, Ihr privates Fahrzeug wird mit einem L2 System ausgestattet.Hätten Sie lieber die Variante H-on oder die Variante H-off? ","Bewertung L2 Anmerkungen zu den vorigen Fragen/Antworten vom Probanden zur L2-Bewertung.","Haben Sie noch weitere Kommentare oder Anmerkungen zu der erlebten Fahrt mit L2?","Haben Sie noch weitere Kommentare oder Anmerkungen zu der Studie?","Gesamtzeit","Gruppenzeit: Metadaten","Fragenzeit: VP","Fragenzeit: Fahrt","Gruppenzeit: VL-Protokoll","Fragenzeit: AOnVP","Fragenzeit: AOnFzg","Fragenzeit: AOffVP","Fragenzeit: AOffFzg","Fragenzeit: BOffVP","Fragenzeit: BOffFzg","Fragenzeit: VLProtSonst","Gruppenzeit: Leitfaden","Fragenzeit: Trigger","Fragenzeit: FahrerTrans","Fragenzeit: SystemTrans","Fragenzeit: DMS","Fragenzeit: HMI","Fragenzeit: Systemverhalten","Fragenzeit: L2PrivNutzung","Fragenzeit: L2Komponenten","Fragenzeit: Ranking","Fragenzeit: L2BewertungKomm","Fragenzeit: Sonstiges","Fragenzeit: Studie"
"134","2022-05-13 15:47:40","3","de","2033270835","2022-05-13 15:39:03","2022-05-13 15:47:40","29","Gruppe A - Termin 2: H-on","","","","","","","","eingreifen durch Fahrer wegen Einscherern und bei Rechtsüberholen
eingreifen in Kurve in Autobahnkreuzung: auf Fahrzeug auf anderer Spur gebremst
","-","meist keine Warnung bei (Teil-)Deaktivierung
Bedienung am Lenkradstock gut erlernbar aber nicht intuitiv
erkanntes Vorderfahrzeug im Kombi immer weiß, mit Ego-Fzg verwechselt und dadurch auch Abstand verwechselt","Lenkmomentengesteuerte Erkennung nervig","keine/kaum TORs
","keine Toleranz bei Geschwindigkeit nervt","Eher ja","Ja","Nein","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","Lenkmomentengesteuerte Handerkennung so nervig dass Querführung überflüssig","","","516.74","11.32","","","4.35","","","","","","","","501.07","","","","","","","","","","","",""
"135","2022-05-13 17:26:50","3","de","273892810","2022-05-13 17:15:33","2022-05-13 17:26:50","29","Gruppe A - Termin 2: H-off","","","FFT: kurz Handy, IVIS Bedienung","alles V:
Spurwechsel wiederholt abgeschmissen
mehrfach Fehlerkennung DMS Blick","","","teilweise zäher Verkehr","System hat sich unvorhersehbar verhalten, Eingriff notwendig bei Einscherer","H-on H-off Wechsel schlecht, Hände nicht gut erkannt","in Spurwechsel Hände nicht erkannt ","fälschlicherweise Unaufmerksamkeit erkannt (mehrfach)","schlecht, weil H-off nicht klar genug (Schriftzug zu undeutlich)
Wippe für Geschwindigkeit führt zu H-on erkennung, was den Systemstatus ungewollt verändert","Gründe für Systemabwurf nicht transparent
","Nein","Ja","Eher nein","Nein","H-on","automatischer Fahrspurwechsel aus H-off kompliziert und dadurch überflüssig
Querführung generell wenig hilfreich
wenig tatsächlich H-off weil immer wieder H-on nötig, v.a. durch Spurwechsel (besser wäre Spurwechsel ohne Hände oder komplett selbst-initiiert)","-","H-off anstrengender als H-on!","676.62","12.12","","","95.43","","","","","","","","569.07","","","","","","","","","","","",""
"136","2022-05-25 12:44:41","3","de","1156704768","2022-05-25 12:29:02","2022-05-25 12:44:40","31","Gruppe A - Termin 2: H-on","","","","","","","-","Eingriffe bei Einscherer
Spurwechsel nicht funktioniert oder abgebrochen
starker Regen schränkt Funktion ein
","Systemstatus nicht immer 100% sicher bei Aktivierung","eine Warnmeldung bei Starkregen
""man muss halt aufpassen""","keine DMS Warnung","""HUD extrem hilfreich""
Umgebungsdarstellung hilfreich (andere Verkehrsteilnehmer)
""einfach zu verstehen""","Abstände und Geschwindigkeit gut
Einscherer zu spät","Eher ja","Ja","Eher ja","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","unsicher ob z.B. in Baustellen zuverlässig funktioniert, teils nachkorrigiert
L2 grundsätzlich hilfreich und positiv für Sicherheit, aber potenziell Müdigkeitsfördernd, daher nicht bei hohen Geschwindigkeiten","","","937.69","26.64","","","349.22","","","","","","","","561.83","","","","","","","","","","","",""
"139","2022-05-25 14:54:30","3","de","42448142","2022-05-25 14:32:24","2022-05-25 14:54:30","31","Gruppe B (H-off)","","","","","","","trocken, bewölkt","Einscherer und Geschwindigkeitserkennung","-","1x H-on unklar: kein Grund ersichtlich","keine Eyes off Warnung
","Aktivierung mit aktueller Geschwindigkeit unklar und schlecht bewertet (BMW besser)
Lenkradtaste für Aktivierung nicht präsent genug (""man musste immer hinschauen"")
Anzeigen: Icon für L2 sehr klein, Darstellung Umgebungsverkehr fehlt","","Eher ja","Ja","Eher ja","Eher ja","","H-off nicht in jeder Situation (z.B. hohe Geschwindigkeiten und dichter Verkehr -> Sicherheit)
im Stau sehr angenehm","","","1324.71","421.51","","","13.81","","","","","","","","889.39","","","","","","","","","","","",""
"140","2022-05-27 15:24:46","3","de","974972307","2022-05-27 15:01:38","2022-05-27 15:24:46","30","Gruppe A - Termin 2: H-on","","","","","","","","Baustelleneinfahrt mit Spurverschwenkung sicherheitshalber selbst eingegriffen
","Einscherer -> frühes Eingreifen bevorzugt
in Baustellen sehr vorsichtig
teilweise stark stark auf einer Seite an der Spurmarkierung","-","überrascht über lange Zeit bis zur Warnung
momentenbasiertes Lenkrad schlecht","Anzeigen 
- relativ eingängig,
- viel ins Kombi-Instrument blicken notwendig
Bedienung:
- nochmal nachlesen: wie wird Geschwindigkeit erhöht
- resume nie genutzt
- Standby fast immer über Bremsen (so auch von privatem PKW bekannt)","Fahrzeug hat rechts überholt
Einscherer spät erkannt, dann starkes Bremsen (ggf. gefährlich wenn kurzer Abstand nach hinten)
","Eher ja","Unsicher","Ja","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","Mehrwert H-on nicht so richtig da
starkes Bremsen störend (nicht vorausschauend)
","im 2 Fahrtblock von Polizei rausgewunken","","1387.99","7.89","","","4.84","","","","","","","","1375.26","","","","","","","","","","","",""
"141","2022-05-27 17:05:14","3","de","21837553","2022-05-27 16:51:31","2022-05-27 17:05:14","30","Gruppe A - Termin 2: H-off","","","HUD wegen vorheriger Porsche-Erfahrung noch ungewohnt","","","","sonnig bis bewölkt, trocken","Einscherer nicht erkannt bzw. zu spät","-","automatischer Spurwechsel nicht erfolgreich","keine Warnungen","- viel einfacher zu bedienen als Porsche (resume nicht vermisst)
- Anzeige aus Gewohnheit fast immer im IC statt HUD genutzt
","- Fahrverhalten sanfter (Längs- und Querführung) und zuverlässiger (z.B. Spurerkennung) als Porsche","Eher ja","Eher ja","Ja","Ja","H-off","Vorbehalt Nutzung: nebenher Kleinkram machen, Gespräche führen
kein Sicherheitsgewinn erwartet","Anmerkung/Nachtrag zum Porsche: Bedienhebel/Lenkradstock führte mehrfach zu Lichthupe statt an-tasten","-","823.77","17.32","","","44.82","","","","","","","","761.63","","","","","","","","","","","",""
"142","2022-02-25 14:20:39","2","de","1890575073","2022-02-25 12:50:10","2022-02-25 14:20:39","1","Gruppe A - Termin 2: H-on","","","","","","","","Nicht gedrückt, es gab nichts bewegendes","Mehrmals die Situation, dass Geschwindigkeit nicht automatisch auf maximal übernommen wird, nach Reaktivierung des Systems.
Teilweise auch eine drastische Reduktion der Geschwindigkeit durch fehlerhafte Schildererkennung.","Hände zurück ans Lenkrad
Ein Spurwechsel ohne Blinken -> System hat beim Zurücklenken geholfen -> Hat stark reagiert","Hat alles gut funktioniert","Es geht einfacher. Zu viele Tasten mit zu vielen Kombinationen
Man erlernt das System schnell. Man wird nicht großartig vom Verkehr abgelenkt","System reagiert gut, u.a. mit einscherenden Fahrzeugen
Hatte einmal das Gefühl, dass das Fahrzeug nicht in der Mitte der Spur fährt, vom Gefühl eher rechts
Kein ruckartiges Bremsen
Wünscht sich autom Spurwechsel","","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","",""
"144","2022-02-25 16:40:52","2","de","324550174","2022-02-25 16:26:28","2022-02-25 16:40:52","1","Gruppe A - Termin 2: H-off","","","","","","","","nein
Proband glaubt nicht, dass das jemand macht nutzt, weil weit unten und aufwendig","System war super
BlueCruise war gute Anzeige
Übernahme wurde gut kommuniziert","Hat kommuniziert, dass er übernehmen muss
War ein ""miteinander""
Sehr gutes System","Gute Warnungen, wenn man nicht auf die Straße schaut
""können ruhig alle Fahrzeuge haben""
Interessant zu hören, wenn man länger weg schaut, nicht erwartet, dass es schon so lange war
Keine Warnungen während Versuch, nur während Eingewöhnung","Wechsel zum Blau war sehr gut
Wechsel zu weiß -> Proband hat erkannt, dass was passiert und er übernehmen soll
Proband denkt, weiß sei eine gute Warnung wegen grell
Man wird sofort aufmerksam","Besser als VW
Bei Spurwechsel angenehmer, da schon beschleunigt
Spurführung war an sich gut, aber hält etwas gröber die Spur, kann aber auch am starken Wind gelegen haben
""ein Dahingleiten""","","","","","","","Teilweise Geschwindigkeitsreduktion (1-2x) liegt wohl an Schildererkennung -> ist negativ","war gut, gefiel ihm, macht er gerne wieder","","","","","","","","","","","","","","","","","","","","","","","","",""
"147","2022-03-03 14:44:42","3","de","1670138327","2022-03-03 14:29:38","2022-03-03 14:44:42","2","Gruppe A - Termin 2: H-on","","","","","","","","alles gesagt;","einfache Bedienung - im Prinzip immer nur der eine Knopf;","hands-off warnings kamen, sonst nichts;","hat gut und zuverlässig funktioniert, nur wenige Male;","im zu erwartenden Bereich. Nicht zu viel und nicht zu wenig;","Zusammenspiel aus Karteninformation und Erkennungssoftware für Geschwindigkeitserkennung nicht gut. Insbesondere bei Wanderbaustellen keine Aktualisierung oder bei abzweigenden Spuren die Geschwindigkeit für sich übernimmt;
Sicherheitsabstand passt insgesamt, aber bei Überholvorgängen führt es zu Problemen;
Betonbrücke als vorausfahrendes Fahrzeug erkannt;
Erkennt keine roten Ampeln;
vorausschauendes Fahren ist noch verbesserungsfähig (zB Stauende): persönliches Sicherheitsempfinden anders als die Programmierer eingestellt haben;
vibrieren bei Spurverlassenswarner sehr sanft (angenehm);","","","","","","","insgesamt positiv überrascht;
mit der Zeit wird man entspannter und unkonzentrierter;
System will, dass man erst blinkt - da hatte sich bei mir das über die Jahre eingeschlichen;","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","2022-03-03 17:14:31","3","de","1931976133","2022-03-03 16:44:24","2022-03-03 17:14:31","2","Gruppe A - Termin 2: H-off"," nach deaktivieren durch Bremse: dachte System sei wieder aktiv; 
VP testet Spurhalteassistent 2x zur Mittelspur","","hat nach Abwürfen Probleme System wieder zu aktivieren (probiert resume, nicht Taste a)","mehrfach Abwurf Anzeige iwas mit rechter Spur kurz nach Aktivierung von H-off (vll wg. LKW)?;
auf Baustelle Moosburg-Nord mehrfache Abwürfe;
bei Rückfahrt 1x Abwurf wg. Sonne;
Route 2: wg. Stau auf A9, Auffahrt erst in 5 Freising Süd - Fahrt bis 17 Wörth
","","","","","","","","wenn SI-Transition, dann eindeutige Hinweise zum Aktivieren erwünscht, z.B. Hinweis: keine Aktivierung möglich, da Sicherheitsabstand unterschritten - VP fehlte oft der Grund; 
so komplex im Aufbau, so viele Funktionen - viel hilft, aber das konnte ich so schnell nicht alles erfassen.","Gefühl, dass das System leicht schlingert und tendentiell rechts fährt, gefühlt 0,5m zu weit. ","","","","","","","VP ist technikaffin, ihm ist aber alles tendentiell zu komplex. Frage: ist die komplexität wirklich durch direkte Bedienung notwendig oder könnte man es evtl. auch am Sofa in Ruhe einstellen, um eben zu verhindern, dass jmd es während der Fahrt versucht, einzustellen;
insgesamt interessant.","","","","","","","","","","","","","","","","","","","","","","","","","",""

